<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.05.03	07:50:00	1860.16	1860.36	1858.67	1858.68	485	0	0
2022.05.03	07:55:00	1858.66	1859.10	1857.81	1858.50	508	0	2
2022.05.03	08:00:00	1858.50	1858.57	1857.48	1857.99	423	0	3
2022.05.03	08:05:00	1857.99	1858.38	1857.53	1858.38	354	0	3
2022.05.03	08:10:00	1858.38	1859.22	1858.28	1859.19	249	0	9
2022.05.03	08:15:00	1859.19	1859.85	1858.92	1859.51	370	0	9
2022.05.03	08:20:00	1859.51	1860.50	1859.51	1859.85	301	0	4
2022.05.03	08:25:00	1859.85	1860.25	1859.43	1859.47	251	0	4
2022.05.03	08:30:00	1859.49	1859.69	1858.32	1858.33	257	0	8
2022.05.03	08:35:00	1858.37	1859.12	1858.04	1858.99	313	0	3
2022.05.03	08:40:00	1859.01	1859.29	1858.60	1858.71	190	0	6
2022.05.03	08:45:00	1858.72	1858.78	1858.09	1858.63	258	0	0
2022.05.03	08:50:00	1858.64	1859.38	1858.45	1859.13	225	0	1
2022.05.03	08:55:00	1859.15	1859.86	1859.11	1859.61	250	0	4
2022.05.03	09:00:00	1859.61	1861.33	1859.33	1861.21	513	0	2
2022.05.03	09:05:00	1861.24	1861.80	1860.74	1861.57	348	0	4
2022.05.03	09:10:00	1861.57	1861.68	1860.24	1860.40	401	0	4
2022.05.03	09:15:00	1860.39	1860.81	1859.38	1859.50	378	0	1
2022.05.03	09:20:00	1859.49	1859.49	1858.67	1858.91	369	0	2
2022.05.03	09:25:00	1858.91	1859.00	1857.42	1858.41	456	0	7
2022.05.03	09:30:00	1858.42	1860.05	1857.98	1859.79	412	0	7
2022.05.03	09:35:00	1859.81	1862.12	1859.76	1860.39	560	0	3
2022.05.03	09:40:00	1860.39	1860.65	1859.50	1859.87	359	0	7
2022.05.03	09:45:00	1859.87	1859.88	1858.60	1858.73	380	0	9
2022.05.03	09:50:00	1858.72	1859.27	1857.01	1858.16	514	0	8
2022.05.03	09:55:00	1858.16	1859.34	1856.66	1858.99	664	0	9
2022.05.03	10:00:00	1858.99	1859.34	1856.72	1857.22	872	0	0
2022.05.03	10:05:00	1857.23	1857.60	1853.95	1855.55	956	0	9
2022.05.03	10:10:00	1855.55	1856.01	1853.50	1853.96	772	0	5
2022.05.03	10:15:00	1853.94	1857.02	1853.84	1856.30	765	0	9
2022.05.03	10:20:00	1856.31	1858.68	1856.07	1857.89	645	0	2
2022.05.03	10:25:00	1857.89	1860.81	1857.67	1860.75	665	0	0
2022.05.03	10:30:00	1860.75	1860.89	1859.62	1860.24	688	0	9
2022.05.03	10:35:00	1860.25	1860.71	1859.11	1859.91	480	0	3
2022.05.03	10:40:00	1859.91	1860.38	1857.85	1858.30	445	0	0
2022.05.03	10:45:00	1858.30	1858.31	1856.54	1856.65	497	0	8
2022.05.03	10:50:00	1856.65	1858.21	1855.99	1856.07	482	0	5
2022.05.03	10:55:00	1856.10	1856.52	1855.24	1855.75	518	0	3
2022.05.03	11:00:00	1855.72	1856.67	1855.01	1855.10	431	0	1
2022.05.03	11:05:00	1855.06	1855.56	1854.71	1855.00	396	0	4
2022.05.03	11:10:00	1855.00	1855.68	1854.68	1855.54	405	0	0
2022.05.03	11:15:00	1855.52	1855.59	1854.52	1855.19	350	0	0
2022.05.03	11:20:00	1855.15	1855.30	1852.40	1852.86	487	0	5
2022.05.03	11:25:00	1852.86	1853.94	1852.27	1853.88	422	0	0
2022.05.03	11:30:00	1853.88	1854.04	1852.69	1852.86	500	0	0
2022.05.03	11:35:00	1852.87	1853.45	1852.32	1852.99	416	0	5
2022.05.03	11:40:00	1853.00	1853.36	1851.91	1852.15	377	0	5
2022.05.03	11:45:00	1852.17	1853.67	1850.38	1853.53	613	0	4
2022.05.03	11:50:00	1853.49	1854.04	1852.72	1854.01	455	0	3
2022.05.03	11:55:00	1854.01	1854.31	1853.64	1853.77	369	0	0
2022.05.03	12:00:00	1853.75	1854.92	1853.73	1854.86	395	0	4
2022.05.03	12:05:00	1854.86	1854.86	1853.67	1854.75	332	0	9
2022.05.03	12:10:00	1854.75	1856.10	1854.58	1855.89	399	0	0
2022.05.03	12:15:00	1855.89	1856.09	1854.86	1855.80	362	0	0
2022.05.03	12:20:00	1855.80	1857.77	1855.63	1856.31	512	0	2
2022.05.03	12:25:00	1856.31	1856.84	1856.25	1856.35	291	0	0
2022.05.03	12:30:00	1856.34	1857.93	1856.34	1857.40	425	0	0
2022.05.03	12:35:00	1857.43	1857.84	1857.20	1857.69	322	0	2
2022.05.03	12:40:00	1857.69	1858.68	1857.68	1858.56	377	0	2
2022.05.03	12:45:00	1858.56	1858.78	1858.13	1858.58	344	0	7
2022.05.03	12:50:00	1858.55	1859.54	1858.47	1859.45	369	0	7
2022.05.03	12:55:00	1859.43	1859.74	1857.63	1857.64	332	0	0
2022.05.03	13:00:00	1857.63	1859.69	1857.63	1859.61	308	0	0
2022.05.03	13:05:00	1859.61	1860.96	1859.54	1860.29	450	0	0
2022.05.03	13:10:00	1860.27	1860.53	1858.91	1859.29	315	0	0
2022.05.03	13:15:00	1859.31	1859.98	1858.81	1858.81	329	0	9
2022.05.03	13:20:00	1858.81	1859.18	1857.94	1858.02	362	0	2
2022.05.03	13:25:00	1858.02	1858.53	1857.96	1858.02	415	0	5
2022.05.03	13:30:00	1858.02	1858.11	1856.50	1856.54	330	0	6
2022.05.03	13:35:00	1856.54	1856.56	1855.09	1855.64	402	0	6
2022.05.03	13:40:00	1855.61	1857.06	1855.30	1857.02	359	0	0
2022.05.03	13:45:00	1857.04	1857.17	1856.41	1856.64	317	0	7
2022.05.03	13:50:00	1856.64	1859.58	1856.51	1859.58	384	0	5
2022.05.03	13:55:00	1859.55	1859.83	1858.50	1858.54	526	0	2
2022.05.03	14:00:00	1858.55	1859.61	1858.53	1859.56	480	0	2
2022.05.03	14:05:00	1859.56	1860.82	1859.56	1860.26	418	0	0
2022.05.03	14:10:00	1860.19	1860.37	1859.28	1860.14	333	0	8
2022.05.03	14:15:00	1860.15	1860.36	1858.76	1859.07	393	0	0
2022.05.03	14:20:00	1859.05	1860.33	1859.05	1859.98	355	0	7
2022.05.03	14:25:00	1859.94	1860.47	1859.62	1860.36	309	0	9
2022.05.03	14:30:00	1860.39	1861.53	1859.62	1861.44	415	0	2
2022.05.03	14:35:00	1861.44	1863.19	1861.12	1862.80	534	0	0
2022.05.03	14:40:00	1862.80	1863.57	1862.49	1862.86	430	0	7
2022.05.03	14:45:00	1862.86	1863.50	1862.55	1863.04	407	0	0
2022.05.03	14:50:00	1863.04	1863.53	1862.16	1863.50	329	0	0
2022.05.03	14:55:00	1863.50	1863.94	1862.92	1863.91	503	0	0
2022.05.03	15:00:00	1863.88	1865.61	1862.68	1864.49	572	0	6
2022.05.03	15:05:00	1864.49	1864.96	1861.41	1862.79	619	0	4
2022.05.03	15:10:00	1862.79	1863.85	1861.87	1862.31	643	0	0
2022.05.03	15:15:00	1862.31	1863.93	1862.06	1862.25	574	0	0
2022.05.03	15:20:00	1862.25	1862.36	1858.80	1860.06	876	0	0
2022.05.03	15:25:00	1860.06	1861.19	1859.50	1861.12	625	0	5
2022.05.03	15:30:00	1861.13	1861.13	1856.84	1858.84	907	0	0
2022.05.03	15:35:00	1858.84	1863.93	1858.28	1863.04	828	0	0
2022.05.03	15:40:00	1863.29	1863.46	1860.38	1860.65	728	0	0
2022.05.03	15:45:00	1860.65	1862.23	1860.37	1862.15	547	0	3
2022.05.03	15:50:00	1862.15	1863.62	1862.03	1862.88	598	0	0
2022.05.03	15:55:00	1862.73	1863.74	1862.36	1863.37	620	0	0
2022.05.03	16:00:00	1863.37	1865.04	1862.74	1864.80	777	0	0
2022.05.03	16:05:00	1864.80	1865.18	1864.05	1865.07	631	0	6
2022.05.03	16:10:00	1865.02	1866.46	1864.30	1865.78	685	0	0
2022.05.03	16:15:00	1865.79	1866.05	1862.83	1862.86	634	0	0
2022.05.03	16:20:00	1862.73	1864.98	1862.10	1863.92	568	0	0
2022.05.03	16:25:00	1863.94	1864.80	1862.86	1863.92	584	0	1
2022.05.03	16:30:00	1863.92	1868.01	1863.74	1867.32	1115	0	0
2022.05.03	16:35:00	1867.28	1868.97	1866.20	1867.00	900	0	0
2022.05.03	16:40:00	1867.01	1869.12	1866.95	1868.88	926	0	3
2022.05.03	16:45:00	1868.88	1869.40	1867.26	1868.86	852	0	1
2022.05.03	16:50:00	1868.86	1871.81	1868.54	1871.55	1004	0	0
2022.05.03	16:55:00	1871.59	1872.38	1869.58	1871.21	905	0	0
2022.05.03	17:00:00	1871.20	1871.23	1868.88	1869.04	938	0	0
2022.05.03	17:05:00	1869.06	1869.86	1866.61	1869.04	918	0	0
2022.05.03	17:10:00	1869.04	1870.92	1868.77	1870.90	642	0	0
2022.05.03	17:15:00	1870.80	1873.40	1870.61	1873.31	821	0	0
2022.05.03	17:20:00	1873.26	1873.52	1871.45	1871.66	817	0	0
2022.05.03	17:25:00	1871.70	1874.83	1871.67	1874.16	903	0	0
2022.05.03	17:30:00	1873.99	1875.01	1873.05	1874.43	906	0	1
2022.05.03	17:35:00	1874.43	1876.60	1874.15	1875.53	748	0	0
2022.05.03	17:40:00	1875.52	1877.16	1875.08	1876.40	812	0	0
2022.05.03	17:45:00	1876.39	1877.42	1875.58	1876.69	718	0	0
2022.05.03	17:50:00	1876.70	1878.13	1876.25	1876.59	723	0	0
2022.05.03	17:55:00	1876.63	1876.83	1874.34	1874.34	873	0	0
2022.05.03	18:00:00	1874.34	1877.51	1874.34	1874.60	867	0	0
2022.05.03	18:05:00	1874.60	1876.57	1874.28	1875.95	662	0	8
2022.05.03	18:10:00	1875.92	1876.48	1875.18	1876.29	633	0	2
2022.05.03	18:15:00	1876.32	1876.82	1875.16	1875.37	516	0	1
2022.05.03	18:20:00	1875.38	1876.11	1874.54	1874.56	578	0	7
2022.05.03	18:25:00	1874.54	1874.79	1871.18	1873.09	755	0	0
2022.05.03	18:30:00	1873.08	1873.09	1871.87	1872.27	571	0	1
2022.05.03	18:35:00	1872.26	1874.71	1872.14	1873.63	542	0	0
2022.05.03	18:40:00	1873.63	1873.75	1872.71	1873.03	494	0	3
2022.05.03	18:45:00	1873.02	1873.37	1872.62	1872.78	443	0	0
2022.05.03	18:50:00	1872.78	1872.84	1870.99	1871.78	524	0	5
2022.05.03	18:55:00	1871.77	1872.09	1871.45	1871.69	377	0	4
2022.05.03	19:00:00	1871.62	1871.62	1870.09	1870.30	470	0	4
2022.05.03	19:05:00	1870.22	1871.43	1869.50	1870.46	535	0	0
2022.05.03	19:10:00	1870.43	1870.84	1869.58	1870.60	434	0	0
2022.05.03	19:15:00	1870.60	1870.61	1869.06	1869.06	401	0	0
2022.05.03	19:20:00	1869.06	1870.96	1867.43	1870.33	510	0	0
2022.05.03	19:25:00	1870.42	1872.44	1870.24	1871.78	472	0	0
2022.05.03	19:30:00	1871.78	1872.47	1871.27	1872.10	523	0	2
2022.05.03	19:35:00	1872.17	1872.22	1870.90	1871.65	377	0	3
2022.05.03	19:40:00	1871.67	1871.74	1870.95	1871.32	325	0	0
2022.05.03	19:45:00	1871.32	1871.32	1870.38	1870.53	330	0	5
2022.05.03	19:50:00	1870.53	1870.66	1869.10	1869.11	343	0	4
2022.05.03	19:55:00	1869.10	1869.84	1868.60	1869.80	354	0	1
2022.05.03	20:00:00	1869.80	1870.83	1869.63	1870.29	360	0	2
2022.05.03	20:05:00	1870.29	1871.58	1869.71	1871.51	339	0	2
2022.05.03	20:10:00	1871.52	1871.87	1870.79	1870.98	332	0	0
2022.05.03	20:15:00	1870.98	1871.31	1870.49	1870.49	269	0	4
2022.05.03	20:20:00	1870.50	1870.52	1869.29	1870.25	332	0	1
2022.05.03	20:25:00	1870.25	1870.95	1869.03	1869.96	451	0	0
2022.05.03	20:30:00	1870.08	1871.75	1869.70	1871.12	304	0	0
2022.05.03	20:35:00	1871.12	1871.27	1870.31	1870.45	197	0	5
2022.05.03	20:40:00	1870.45	1870.55	1869.34	1870.15	192	0	0
2022.05.03	20:45:00	1870.15	1870.66	1869.74	1870.34	300	0	3
2022.05.03	20:50:00	1870.34	1871.20	1870.11	1870.68	356	0	1
2022.05.03	20:55:00	1870.67	1871.40	1870.62	1871.28	285	0	5
2022.05.03	21:00:00	1871.25	1871.25	1868.05	1868.05	373	0	3
2022.05.03	21:05:00	1868.05	1869.17	1867.91	1869.17	289	0	0
2022.05.03	21:10:00	1869.18	1869.18	1867.06	1867.06	347	0	1
2022.05.03	21:15:00	1867.06	1867.63	1866.79	1866.92	391	0	0
2022.05.03	21:20:00	1866.92	1867.98	1866.66	1867.95	382	0	0
2022.05.03	21:25:00	1867.97	1867.98	1866.91	1867.78	310	0	6
2022.05.03	21:30:00	1867.81	1867.93	1867.13	1867.37	334	0	1
2022.05.03	21:35:00	1867.37	1867.93	1867.23	1867.45	370	0	9
2022.05.03	21:40:00	1867.47	1867.53	1865.80	1866.92	504	0	9
2022.05.03	21:45:00	1866.91	1867.98	1865.75	1867.89	439	0	9
2022.05.03	21:50:00	1867.86	1869.78	1867.81	1869.77	435	0	6
2022.05.03	21:55:00	1869.90	1870.01	1868.84	1869.39	398	0	8
2022.05.03	22:00:00	1869.39	1869.99	1868.33	1868.33	381	0	6
2022.05.03	22:05:00	1868.34	1869.22	1868.30	1868.54	326	0	1
2022.05.03	22:10:00	1868.54	1869.09	1868.17	1869.08	254	0	9
2022.05.03	22:15:00	1869.04	1869.41	1868.21	1868.40	385	0	0
2022.05.03	22:20:00	1868.40	1868.51	1867.14	1867.65	402	0	9
2022.05.03	22:25:00	1867.70	1868.08	1866.85	1867.08	298	0	9
2022.05.03	22:30:00	1867.07	1867.41	1865.95	1866.17	381	0	9
2022.05.03	22:35:00	1866.25	1866.41	1865.24	1866.23	438	0	9
2022.05.03	22:40:00	1866.22	1866.79	1865.89	1866.61	261	0	9
2022.05.03	22:45:00	1866.61	1866.66	1865.33	1865.35	418	0	9
2022.05.03	22:50:00	1865.34	1866.35	1865.34	1866.16	429	0	6
2022.05.03	22:55:00	1866.15	1866.66	1865.91	1865.97	472	0	9
2022.05.03	23:00:00	1866.03	1866.90	1865.67	1866.81	254	0	9
2022.05.03	23:05:00	1866.71	1867.34	1866.71	1866.91	150	0	13
2022.05.03	23:10:00	1866.91	1866.96	1866.47	1866.78	160	0	10
2022.05.03	23:15:00	1866.78	1866.87	1866.27	1866.38	101	0	14
2022.05.03	23:20:00	1866.38	1866.64	1866.09	1866.63	124	0	14
2022.05.03	23:25:00	1866.63	1867.22	1866.37	1867.13	137	0	14
2022.05.03	23:30:00	1867.13	1867.32	1866.87	1867.32	100	0	14
2022.05.03	23:35:00	1867.32	1867.32	1866.68	1866.78	102	0	14
2022.05.03	23:40:00	1866.78	1867.81	1866.76	1867.79	110	0	14
2022.05.03	23:45:00	1867.71	1868.10	1867.36	1867.92	150	0	14
2022.05.03	23:50:00	1867.90	1868.01	1867.47	1867.99	132	0	14
2022.05.03	23:55:00	1868.01	1868.01	1868.01	1868.01	1	0	14
2022.05.04	01:05:00	1868.01	1868.21	1867.86	1867.95	65	0	42
2022.05.04	01:10:00	1868.00	1868.43	1867.94	1868.34	65	0	14
2022.05.04	01:15:00	1868.34	1868.98	1868.29	1868.46	91	0	14
2022.05.04	01:20:00	1868.49	1868.99	1868.49	1868.90	82	0	14
2022.05.04	01:25:00	1868.83	1869.10	1868.72	1868.80	116	0	14
2022.05.04	01:30:00	1868.76	1868.90	1868.08	1868.12	140	0	14
2022.05.04	01:35:00	1868.12	1868.67	1868.07	1868.07	97	0	14
2022.05.04	01:40:00	1868.07	1868.54	1868.05	1868.50	94	0	14
2022.05.04	01:45:00	1868.50	1868.59	1868.07	1868.11	108	0	14
2022.05.04	01:50:00	1868.08	1868.64	1868.08	1868.63	79	0	14
2022.05.04	01:55:00	1868.53	1868.81	1868.49	1868.81	85	0	14
2022.05.04	02:00:00	1868.80	1869.38	1868.62	1869.27	155	0	14
2022.05.04	02:05:00	1869.26	1869.40	1868.98	1869.17	93	0	13
2022.05.04	02:10:00	1869.16	1869.34	1868.94	1869.19	119	0	14
2022.05.04	02:15:00	1869.09	1869.33	1868.90	1868.93	60	0	6
2022.05.04	02:20:00	1868.94	1869.11	1868.50	1868.54	113	0	14
2022.05.04	02:25:00	1868.39	1868.73	1868.38	1868.44	117	0	13
2022.05.04	02:30:00	1868.56	1868.81	1868.13	1868.63	151	0	14
2022.05.04	02:35:00	1868.69	1868.96	1868.38	1868.48	120	0	14
2022.05.04	02:40:00	1868.45	1869.44	1867.66	1867.66	151	0	5
2022.05.04	02:45:00	1867.70	1869.28	1867.18	1868.76	234	0	0
2022.05.04	02:50:00	1868.73	1868.80	1868.23	1868.23	220	0	14
2022.05.04	02:55:00	1868.23	1868.92	1868.10	1868.39	126	0	14
2022.05.04	03:00:00	1868.39	1868.42	1867.36	1868.21	307	0	9
2022.05.04	03:05:00	1868.20	1868.33	1867.28	1867.52	202	0	9
2022.05.04	03:10:00	1867.54	1867.64	1867.28	1867.44	108	0	9
2022.05.04	03:15:00	1867.45	1867.56	1866.76	1867.41	152	0	9
2022.05.04	03:20:00	1867.41	1867.51	1865.31	1865.84	313	0	0
2022.05.04	03:25:00	1865.84	1865.89	1865.20	1865.83	203	0	9
2022.05.04	03:30:00	1865.82	1865.82	1865.14	1865.23	237	0	9
2022.05.04	03:35:00	1865.18	1865.96	1864.91	1865.65	172	0	9
2022.05.04	03:40:00	1865.54	1866.00	1865.15	1865.46	195	0	9
2022.05.04	03:45:00	1865.46	1866.19	1865.45	1865.82	117	0	9
2022.05.04	03:50:00	1865.82	1866.58	1865.41	1865.64	231	0	9
2022.05.04	03:55:00	1865.61	1866.28	1865.46	1866.00	243	0	9
2022.05.04	04:00:00	1866.00	1866.09	1864.70	1864.78	320	0	9
2022.05.04	04:05:00	1864.95	1865.14	1864.32	1864.59	254	0	3
2022.05.04	04:10:00	1864.57	1864.81	1862.90	1862.95	377	0	9
2022.05.04	04:15:00	1862.95	1864.27	1862.76	1863.89	234	0	0
2022.05.04	04:20:00	1863.89	1864.34	1863.32	1863.77	258	0	9
2022.05.04	04:25:00	1863.68	1863.73	1863.05	1863.43	146	0	9
2022.05.04	04:30:00	1863.40	1865.33	1863.23	1865.32	593	0	5
2022.05.04	04:35:00	1865.33	1865.45	1864.09	1864.20	180	0	9
2022.05.04	04:40:00	1864.20	1864.50	1863.83	1864.23	163	0	9
2022.05.04	04:45:00	1864.23	1864.35	1863.10	1863.25	234	0	9
2022.05.04	04:50:00	1863.25	1863.30	1862.51	1862.72	233	0	9
2022.05.04	04:55:00	1862.72	1863.10	1862.59	1862.77	140	0	9
2022.05.04	05:00:00	1862.77	1863.17	1862.46	1862.52	196	0	9
2022.05.04	05:05:00	1862.50	1863.08	1862.27	1862.57	198	0	2
2022.05.04	05:10:00	1862.58	1862.68	1862.14	1862.29	147	0	9
2022.05.04	05:15:00	1862.29	1863.36	1862.29	1863.36	203	0	9
2022.05.04	05:20:00	1863.36	1863.53	1862.93	1862.93	155	0	3
2022.05.04	05:25:00	1862.93	1863.18	1862.08	1862.08	171	0	9
2022.05.04	05:30:00	1862.09	1862.63	1861.57	1862.55	233	0	9
2022.05.04	05:35:00	1862.55	1863.28	1862.55	1863.27	186	0	7
2022.05.04	05:40:00	1863.26	1863.29	1862.47	1863.08	146	0	9
2022.05.04	05:45:00	1863.08	1863.18	1862.61	1862.77	126	0	9
2022.05.04	05:50:00	1862.77	1862.94	1862.51	1862.91	134	0	9
2022.05.04	05:55:00	1862.91	1864.98	1862.86	1863.38	312	0	6
2022.05.04	06:00:00	1863.32	1864.15	1863.18	1864.10	201	0	5
2022.05.04	06:05:00	1864.07	1864.22	1863.84	1863.92	200	0	9
2022.05.04	06:10:00	1863.91	1864.29	1863.77	1864.18	160	0	9
2022.05.04	06:15:00	1864.18	1864.70	1864.13	1864.64	249	0	9
2022.05.04	06:20:00	1864.64	1865.00	1864.37	1864.95	196	0	8
2022.05.04	06:25:00	1864.96	1865.39	1864.93	1865.12	172	0	9
2022.05.04	06:30:00	1865.14	1865.24	1864.96	1865.11	153	0	8
2022.05.04	06:35:00	1865.13	1865.55	1865.01	1865.46	170	0	6
2022.05.04	06:40:00	1865.42	1865.67	1865.35	1865.60	104	0	9
2022.05.04	06:45:00	1865.61	1865.74	1865.03	1865.03	144	0	7
2022.05.04	06:50:00	1865.03	1865.35	1864.82	1864.96	144	0	9
2022.05.04	06:55:00	1864.96	1865.20	1864.47	1864.73	123	0	9
2022.05.04	07:00:00	1864.71	1865.29	1864.58	1865.27	218	0	9
2022.05.04	07:05:00	1865.26	1865.71	1865.25	1865.69	95	0	9
2022.05.04	07:10:00	1865.67	1865.78	1865.23	1865.46	126	0	9
2022.05.04	07:15:00	1865.44	1865.54	1864.86	1865.00	82	0	9
2022.05.04	07:20:00	1865.05	1865.12	1864.05	1864.17	130	0	9
2022.05.04	07:25:00	1864.17	1864.18	1863.46	1863.51	144	0	9
2022.05.04	07:30:00	1863.51	1863.94	1863.37	1863.79	157	0	9
2022.05.04	07:35:00	1863.78	1865.32	1863.60	1865.31	136	0	7
2022.05.04	07:40:00	1865.32	1865.75	1864.95	1865.64	141	0	9
2022.05.04	07:45:00	1865.59	1865.73	1865.33	1865.68	120	0	9
2022.05.04	07:50:00	1865.68	1866.01	1865.66	1865.93	92	0	9
2022.05.04	07:55:00	1865.94	1866.19	1865.65	1865.65	103	0	7
2022.05.04	08:00:00	1865.66	1865.94	1865.02	1865.83	223	0	5
2022.05.04	08:05:00	1865.84	1866.03	1865.33	1865.38	130	0	4
2022.05.04	08:10:00	1865.38	1865.76	1865.18	1865.55	89	0	9
2022.05.04	08:15:00	1865.54	1865.61	1864.88	1864.99	86	0	9
2022.05.04	08:20:00	1864.97	1865.05	1864.36	1864.48	126	0	9
2022.05.04	08:25:00	1864.46	1864.87	1864.42	1864.57	118	0	9
2022.05.04	08:30:00	1864.58	1865.19	1864.43	1864.48	105	0	9
2022.05.04	08:35:00	1864.48	1865.05	1864.17	1864.86	151	0	9
2022.05.04	08:40:00	1864.88	1864.90	1864.42	1864.78	130	0	9
2022.05.04	08:45:00	1864.79	1864.79	1863.45	1863.45	186	0	9
2022.05.04	08:50:00	1863.44	1863.61	1863.20	1863.45	228	0	9
2022.05.04	08:55:00	1863.45	1863.92	1862.46	1863.92	398	0	6
2022.05.04	09:00:00	1863.92	1864.11	1861.57	1861.58	423	0	9
2022.05.04	09:05:00	1861.58	1863.00	1861.42	1862.90	375	0	9
2022.05.04	09:10:00	1862.88	1863.54	1862.45	1863.06	361	0	9
2022.05.04	09:15:00	1863.06	1864.97	1862.73	1864.87	406	0	5
2022.05.04	09:20:00	1864.96	1865.45	1864.48	1864.98	291	0	9
2022.05.04	09:25:00	1865.00	1865.42	1863.52	1863.90	376	0	9
2022.05.04	09:30:00	1863.92	1864.57	1863.69	1864.55	284	0	7
2022.05.04	09:35:00	1864.56	1864.57	1863.36	1864.14	312	0	5
2022.05.04	09:40:00	1864.14	1864.77	1863.71	1863.82	325	0	5
2022.05.04	09:45:00	1863.82	1863.82	1862.78	1863.40	263	0	3
2022.05.04	09:50:00	1863.40	1865.09	1863.10	1864.76	330	0	9
2022.05.04	09:55:00	1864.76	1866.75	1864.75	1866.75	326	0	2
2022.05.04	10:00:00	1866.77	1867.93	1866.10	1867.92	500	0	6
2022.05.04	10:05:00	1867.99	1869.80	1867.76	1868.33	681	0	0
2022.05.04	10:10:00	1868.33	1869.34	1867.90	1868.89	433	0	6
2022.05.04	10:15:00	1868.88	1868.96	1867.26	1867.58	367	0	5
2022.05.04	10:20:00	1867.58	1869.47	1867.50	1869.34	363	0	9
2022.05.04	10:25:00	1869.34	1869.87	1869.04	1869.51	401	0	9
2022.05.04	10:30:00	1869.52	1871.32	1869.35	1870.84	400	0	9
2022.05.04	10:35:00	1870.84	1871.29	1870.24	1870.78	270	0	6
2022.05.04	10:40:00	1870.78	1871.05	1870.15	1870.97	309	0	6
2022.05.04	10:45:00	1870.96	1871.84	1870.73	1871.29	252	0	6
2022.05.04	10:50:00	1871.27	1871.88	1871.17	1871.49	244	0	3
2022.05.04	10:55:00	1871.50	1871.50	1870.22	1870.82	330	0	0
2022.05.04	11:00:00	1870.82	1872.10	1870.81	1871.68	347	0	2
2022.05.04	11:05:00	1871.66	1871.71	1870.41	1870.95	342	0	3
2022.05.04	11:10:00	1870.95	1871.39	1869.91	1870.83	379	0	6
2022.05.04	11:15:00	1870.83	1871.14	1869.43	1869.55	257	0	0
2022.05.04	11:20:00	1869.55	1869.94	1869.28	1869.67	300	0	7
2022.05.04	11:25:00	1869.67	1869.87	1868.60	1869.31	292	0	4
2022.05.04	11:30:00	1869.31	1870.97	1869.21	1870.05	307	0	0
2022.05.04	11:35:00	1870.01	1870.21	1869.46	1869.60	300	0	9
2022.05.04	11:40:00	1869.60	1869.75	1868.25	1869.28	408	0	2
2022.05.04	11:45:00	1869.38	1870.19	1869.18	1870.13	293	0	0
2022.05.04	11:50:00	1870.13	1870.23	1869.21	1870.01	268	0	0
2022.05.04	11:55:00	1870.05	1870.06	1868.51	1868.55	260	0	0
2022.05.04	12:00:00	1868.54	1869.07	1868.20	1868.20	287	0	8
2022.05.04	12:05:00	1868.21	1868.36	1867.39	1867.42	289	0	7
2022.05.04	12:10:00	1867.38	1868.48	1867.35	1867.56	226	0	0
2022.05.04	12:15:00	1867.52	1868.38	1867.45	1868.02	251	0	9
2022.05.04	12:20:00	1868.01	1868.28	1867.45	1867.55	237	0	1
2022.05.04	12:25:00	1867.55	1867.65	1866.94	1866.94	216	0	3
2022.05.04	12:30:00	1866.93	1868.87	1866.90	1868.65	385	0	3
2022.05.04	12:35:00	1868.56	1868.91	1868.29	1868.83	180	0	6
2022.05.04	12:40:00	1868.83	1869.91	1868.63	1869.90	199	0	3
2022.05.04	12:45:00	1869.90	1870.63	1869.54	1869.93	302	0	6
2022.05.04	12:50:00	1869.93	1870.41	1868.89	1869.09	264	0	3
2022.05.04	12:55:00	1869.12	1870.25	1868.89	1869.86	253	0	8
2022.05.04	13:00:00	1869.90	1871.62	1869.78	1871.38	289	0	0
2022.05.04	13:05:00	1871.38	1871.53	1870.26	1870.45	267	0	3
2022.05.04	13:10:00	1870.44	1870.99	1869.92	1870.44	257	0	8
2022.05.04	13:15:00	1870.44	1870.66	1869.73	1869.81	200	0	7
2022.05.04	13:20:00	1869.89	1870.13	1869.76	1869.87	176	0	9
2022.05.04	13:25:00	1869.87	1870.76	1869.71	1870.42	174	0	9
2022.05.04	13:30:00	1870.40	1870.50	1868.59	1869.31	228	0	5
2022.05.04	13:35:00	1869.31	1869.67	1868.74	1869.61	251	0	5
2022.05.04	13:40:00	1869.61	1869.77	1869.17	1869.68	194	0	9
2022.05.04	13:45:00	1869.69	1870.48	1869.68	1869.82	232	0	5
2022.05.04	13:50:00	1869.82	1869.84	1867.38	1867.66	281	0	2
2022.05.04	13:55:00	1867.66	1867.78	1866.81	1866.98	297	0	0
2022.05.04	14:00:00	1867.09	1867.49	1866.48	1866.89	264	0	3
2022.05.04	14:05:00	1866.89	1867.31	1866.17	1866.87	208	0	6
2022.05.04	14:10:00	1866.88	1867.20	1866.68	1866.68	219	0	8
2022.05.04	14:15:00	1866.71	1866.78	1866.04	1866.74	182	0	5
2022.05.04	14:20:00	1866.74	1868.05	1866.74	1867.89	222	0	8
2022.05.04	14:25:00	1867.88	1868.75	1867.55	1868.20	243	0	9
2022.05.04	14:30:00	1868.21	1868.60	1867.81	1868.31	170	0	8
2022.05.04	14:35:00	1868.32	1868.69	1868.12	1868.63	165	0	9
